ts_code,t0,plan_amount_yi,exp_date,impl_first,impl_last,total_vol_wan,total_amt_yi,n_progress,stopped,outcome,base_date,gap_cal_days,d0,d1,ex1,d5,ex5,d20,ex20,d60,ex60
000876.SZ,20231028,0.04,,,,0.0,0.0,0,False,未实施,20231027,1,0.014749262536873031,-0.0009689922480619062,-0.00221522131501084,-0.023255813953488302,-0.027449713290655042,-0.004844961240310086,-0.01243304812097401,-0.20348837209302317,-0.12793766624575087
000883.SZ,20220428,10.0,20230526,,,0.0,0.0,0,False,未实施,20220428,0,0.0330788804071247,0.012315270935960632,-0.011464713857572195,0.027093596059113434,0.006672668923929814,0.1157635467980298,0.04189971077374599,0.2418663902384195,0.12803131778044774
000883.SZ,20230304,0.03,,,,0.0,0.0,0,False,未实施,20230303,1,0.0022026431718060735,0.00219780219780219,0.004118555725651785,-0.02637362637362639,0.003261320336952478,-0.07032967032967019,-0.05455541954363985,0.030769230769230882,0.07057599956466909
000883.SZ,20231227,0.01,,,,0.0,0.0,0,False,未实施,20231227,0,0.0117647058823529,-0.006976744186046546,-0.020450178802618013,0.023255813953488413,0.009493434958579572,0.0,0.0029266283122857395,0.21627906976744193,0.16566564018415075
000893.SZ,20240430,,,,,0.0,0.0,0,False,未实施,20240430,0,-0.06855049712192562,0.04999999999999982,0.03799934721982878,0.11292134831460654,0.0953792255256869,0.07303370786516838,0.07929470097078672,-0.1657303370786518,-0.10428787838514608
000903.SZ,20260131,0.22,,,,0.0,0.0,0,False,未实施,20260130,1,0.007722007722007707,-0.019157088122605304,0.00580547490312866,0.00766283524904221,0.02064140512355217,0.04597701149425304,0.051427062895007536,-0.16475095785440597,-0.17714091947416732
000913.SZ,20230105,0.01,,,,0.0,0.0,0,False,未实施,20230105,0,0.006125574272588086,0.05225773718924387,0.051451191090185366,0.2430238457635716,0.23978816144721016,0.3906646372399798,0.3416924344529926,0.12836123795027898,0.06989264434996034
000921.SZ,20240109,3.76,20250108,,,0.0,0.0,0,False,未实施,20240109,0,0.05164319248826299,0.031696428571428514,0.037270962034412936,0.0897321428571427,0.08945451235475277,0.18214285714285716,0.22611705461661602,0.5397321428571429,0.47536715390057704
000925.SZ,20240427,0.15,,,,0.0,0.0,0,False,未实施,20240426,1,0.02003081664098616,0.07401812688821763,0.06559739651350771,-0.028700906344410915,-0.04107130369123824,0.0015105740181269312,-0.00569469203906825,-0.15256797583081572,-0.09329993263955272
000925.SZ,20250122,0.85,20260119,,,0.0,0.0,0,False,未实施,20250122,0,-0.009790209790209725,0.0,-0.005120483522243813,0.11299435028248572,0.09358529415624806,0.17514124293785316,0.1146376678540737,0.05084745762711873,0.02487611603893547
000952.SZ,20260110,0.0,,,,0.0,0.0,0,False,未实施,20260109,1,0.02660217654171726,0.0,-0.01077020623068703,-0.04593639575971742,-0.04163038853426326,-0.06478209658421674,-0.05216649475204904,-0.18374558303886923,-0.16473090464097662
