ts_code,t0,final_stage,terminate_date,apply_date,list_date,raise_plan_yi,raise_act_yi,price_ratio,purpose,days,ret,ex
002891.SZ,20200321,实施完成,,20200924,20201030,6.51,6.51,80.0,1、年产6万吨宠物干粮项目;2、年产2万吨宠物湿粮新西兰项目;3、营销中心建设及营销渠道智能化升级项目;4、补充流动资金,20,0.22794959908361978,
300620.SZ,20200320,实施完成,,20201125,20201218,7.1,7.1,80.0,用于铌酸锂高速调制器芯片研发及产业化项目、补充流动资金,17,-0.06492942453854489,
002254.SZ,20191209,实施完成,,20201016,20201105,5.0,5.0,80.0,"募集配套资金用于1、年产3,000吨高性能芳纶纸基材料产业化项目;2、偿还银行贷款;3、补充流动资金。",14,-0.04867529266789905,
600133.SH,20180605,实施完成,,20200428,20200522,2.2,2.2,80.0,募集配套资金用于支付本次交易现金对价及支付本次交易中介机构费用,15,0.03770491803278708,
300394.SZ,20200318,实施完成,,20210108,20210204,7.86,7.86,80.0,用于面向5G及数据中心的高速光引擎建设项目,19,-0.14418981950922727,-0.12751062549471204
300550.SZ,20200224,实施完成,,20200925,20201030,5.07,5.07,80.0,用于基于物联网及大数据技术的智慧医院一体化建设项目、补充流动资金,19,0.0013015184381777178,
603076.SH,20200316,实施完成,,20210209,20210309,4.18,4.18,80.0,1、当日鲜精酿(啤酒工坊)项目;2、鲜啤酒售卖机运营项目。,15,-0.06436827421283375,0.0036455991098927054
603881.SH,20200314,实施完成,,20200907,20200924,17.34,16.92,80.0,1、JN13-B云计算数据中心项目;2、ZH13-A云计算数据中心项目;3、云创互通云计算数据中心项目;4、偿还银行借款,13,-0.062151898734177036,
600566.SH,20200313,实施完成,,20200924,20201026,14.05,14.05,80.0,1、年产7.2亿袋小儿豉翘清热颗粒项目;2、中药提取车间五项目;3、原料六车间建设项目;4、产品研发项目;5、数字化经营,16,0.003167420814479849,
002243.SZ,20181207,实施完成,,20200519,20200612,5.0,5.0,80.0,募集配套资金用于补充上市公司流动资金、标的公司募投项目建设、支付中介机构费用及其他相关费用,18,0.027365129007036915,
603186.SH,20190427,实施完成,,20200513,20200527,6.5,6.5,80.0,1、年产650万平米高频高速覆铜板青山湖制造基地二期项目；2、补充流动资金。,10,-0.2453333333333333,
002863.SZ,20191126,实施完成,,20201111,20201215,6.0,6.0,80.0,1、年产300万件轻量化铝合金汽车轮毂智能制造项目;2、偿还银行贷款。,24,-0.17699115044247793,
603232.SH,20191224,实施完成,,20200817,20200831,6.45,6.45,80.0,1、下一代数字信任产品研发与产业化项目;2、智联网安全技术研发与产业化项目;3、补充流动资金。,10,0.06412930135557882,
300192.SZ,20190625,实施完成,,20200420,20200512,3.0,3.0,80.0,"募集配套资金用于支付本次交易的现金对价及重组相关费用,并用于上市公司偿还银行贷款。",13,0.0908543922984355,
600278.SH,20190520,实施完成,,20201130,20201214,13.5,12.58,80.0,募集配套资金用于1、支付本次交易现金对价;2、埃塞俄比亚服装加工基地项目;3、用于补充上市公司和标的资产流动资金、偿还债,10,-0.08617234468937884,
002410.SZ,20191029,实施完成,,20200527,20200622,27.0,27.0,80.0,1、造价大数据及AI应用项目;2、数字项目集成管理平台项目;3、BIMDeco装饰一体化平台项目;4、BIM三维图形平台,18,0.2470249520153549,
300738.SZ,20191120,实施完成,,20201020,20201119,4.8,4.8,80.0,用于廊坊讯云数据中心二期项目、补充流动资金及偿还银行贷款,22,-0.09748700173310243,
688001.SH,20191207,实施完成,,20201207,20201225,5.32,3.37,80.0,"募集配套资金用于支付本次交易中的现金对价和重组相关费用,并用于上市公司补充流动资金及标的公司项目建设。",14,-0.07590920185501593,
300014.SZ,20200309,实施完成,,20201015,20201105,25.0,25.0,80.0,用于“面向TWS应用的豆式锂离子电池项目”、“面向胎压测试和物联网应用的高温锂锰电池项目”、“三元方形动力电池量产研究及,15,0.13038674033149178,
300290.SZ,20190731,实施完成,,20200806,20200908,1.18,1.18,80.0,募集配套资金用于支付本次交易现金对价、上市公司归还银行借款、支付本次交易相关费用,23,0.06427688504326312,
601908.SH,20200307,实施完成,,20201225,20210120,25.0,25.0,80.0,用于乌海10GW高效单晶硅棒项目、补充流动资金,17,0.1661814955245018,
002579.SZ,20200307,实施完成,,20200914,20201030,12.0,12.0,80.0,用于珠海富山高密度印制电路板(PCB)建设项目(1-A期),28,-0.13072329130723304,
603005.SH,20200102,实施完成,,20201208,20210114,10.29,10.29,90.0,用于集成电路12英寸TSV及异质集成智能传感器模块项目,26,0.20366050893882393,
300015.SZ,20191030,实施完成,,20200618,20200709,7.1,7.1,80.0,募集配套资金用于支付本次交易的现金对价、本次交易相关中介机构费用及补充上市公司流动资金。,13,0.04816824966078692,
603960.SH,20200103,实施完成,,20200602,20200616,0.5,0.5,80.0,募集配套资金用于1、上海众源项目建设;2、支付中介机构费用。,10,0.09572649572649583,
300618.SZ,20191114,实施完成,,20200707,20200807,19.01,19.01,80.0,用于10000吨/年金属量钴新材料及26000吨/年三元前驱体项目,23,0.22422939068100356,
600131.SH,20190214,实施完成,,20200420,20200508,14.81,14.81,80.0,募集配套资金用于1、云网基础平台光纤骨干网建设项目;2、云网基础平台软硬件系统建设项目;3、互联网+电力营销平台建设项目,11,-0.01187530925284519,
002648.SZ,20190717,实施完成,,20201019,20201120,30.0,30.0,80.0,用于连云港石化有限公司年产135万吨PE、219万吨EOE和26万吨ACN联合装置项目,24,0.2454545454545458,
300408.SZ,20200305,实施完成,,20201015,20201113,21.75,21.75,80.0,用于5G通信用高品质多层片式陶瓷电容器扩产技术改造项目、半导体芯片封装用陶瓷劈刀产业化项目,21,0.13595166163142003,
002373.SZ,20200305,实施完成,,20200727,20200820,19.0,19.0,80.0,用于下一代智慧交通系统产品与解决方案研发升级及产业化项目、补充流动资金,18,0.07928942807625661,
603986.SH,20191001,实施完成,,20200519,20200603,43.24,43.24,80.0,用于DRAM芯片研发及产业化项目及补充流动资金,11,-0.06452775775054076,
300558.SZ,20200304,实施完成,,20201118,20201217,10.02,10.02,80.0,用于新药研发及研发设备升级项目、补充流动资金,21,0.03037689855615988,
002736.SZ,20181128,实施完成,,20200717,20200814,150.0,150.0,80.0,1、向全资子公司增资；2、投资与交易业务；3、资本中介业务；4、偿还债务；5、其他营运资金安排。,20,0.036009002250562805,
600328.SH,20171215,实施完成,,20200415,20200424,8.0,8.0,80.0,募集配套资金用于支付购买资产的现金对价,7,-0.0035885167464114742,
002659.SZ,20180612,实施完成,,20200617,20200715,10.0,4.72,80.0,用于青少年高品质素质教育平台项目,18,0.10526315789473695,
300302.SZ,20180730,实施完成,,20200410,20200512,3.48,2.3,80.0,募集配套资金用于1、支付本次交易的现金对价；2、补充流动资金；3、支付中介机构费用和其他发行费用。,19,0.1837488457987071,
002822.SZ,20191014,实施完成,,20200817,20200903,1.18,1.18,80.0,募集配套资金用于1、支付本次交易中介机构费用；2、支付本次交易的现金对价；3、偿还银行借款；4、补充流动资金。,13,-0.09566968781470298,
002724.SZ,20190910,实施完成,,20200605,20200708,1.36,1.36,80.0,募集配套资金将用于支付本次交易现金对价、中介机构费用及对标的公司补充流动资金,21,0.096518987341772,
002556.SZ,20190831,实施完成,,20200326,20200424,1.3,1.3,80.0,"募集配套资金用于1、支付本次交易现金对价;2、年产1,000吨百里香酚,3,000吨薄荷醇项目;3、支付本次交易的中介机",20,0.06862745098039214,
300667.SZ,20190308,实施完成,,20200408,20200428,1.25,1.25,80.0,募集配套资金用于支付本次交易现金对价、支付本次交易相关费用及用于补充流动资金,14,-0.11840649206934706,
300444.SZ,20200302,实施完成,,20210120,20210301,7.66,6.0,80.0,用于智能电网高端装备研发制造项目、补充流动资金,23,-0.02131782945736438,-0.012584205300131712
002645.SZ,20190705,实施完成,,20200331,20200428,3.18,3.18,80.0,募集配套资金用于支付本次交易的现金对价和相关中介机构费用,19,-0.0345149253731345,
300443.SZ,20191001,实施完成,,20200925,20201105,5.0,5.0,80.0,用于海上风电主轴与其他精密传动轴建设项目。,23,0.20765245117576736,
000301.SZ,20190603,实施完成,,20200618,20200715,36.1,36.1,80.0,"用于盛虹炼化(连云港)有限公司1,600万吨炼化一体化项目",17,-0.02447552447552448,
600821.SH,20190831,实施完成,,20200910,20201012,6.0,4.9,80.0,募集配套资金用于1、支付本次交易的交易税费;2、支付中介机构费用;3、补充标的公司流动资金等。,16,0.034858387799564294,
000657.SZ,20181101,实施完成,,20200605,20200716,15.29,8.88,80.0,"1、2,000吨/年高端硬质合金棒型材生产线技术改造项目;2、硬质合金产品提质扩能建设项目;3、精密工具产业园建设项目;",27,0.08852459016393444,
300688.SZ,20200228,实施完成,,20210129,20210312,5.0,2.18,80.0,用于产业加速服务云平台项目,25,0.010722347629796847,0.019500916177194183
300409.SZ,20200228,实施完成,,20210204,20210305,16.2,12.0,80.0,1、年产30000吨动力电池正极材料前驱体项目；2、年产100吨高导电性石墨烯、150吨碳纳米管生产项目；3、年产500,16,-0.059268600252206816,-0.0593028503118852
600517.SH,20190329,实施完成,,20200427,20200515,30.0,22.38,80.0,募集配套资金用于向英大证券增资,11,0.04641350210970452,
603799.SH,20190420,实施完成,,20200410,20200421,8.0,8.0,80.0,募集配套资金用于年产3万吨(金属量)高纯三元动力电池级硫酸镍项目、支付中介机构费用及本次交易相关税费,7,0.010467980295566504,
600075.SH,20190622,实施完成,,20201127,20201229,22.0,3.15,80.0,募集配套资金用于1、支付本次交易的现金对价。,22,-0.13239875389408096,
600158.SH,20180626,实施完成,,20201120,20201208,5.37,5.37,90.0,募集配套资金用于本次交易的现金对价及中介机构费用,12,-0.17470256731371325,
002493.SZ,20190327,实施完成,,20200907,20201012,80.0,80.0,80.0,"用于4,000万吨/年炼化一体化项目",19,0.040983606557376984,
300659.SZ,20191130,实施完成,,20200710,20200811,7.13,7.13,80.0,1、基于国产平台的安全防护整体解决方案;2、基于大数据的网络安全监管整体解决方案;3、运营服务平台建设;4、补充流动资金,22,-0.15685988930964156,
002765.SZ,20181031,实施完成,,20200528,20200622,4.0,3.12,80.0,募集配套资金用于1、支付本次交易现金对；2、支付交易费用及中介机构费用；3、以及补充标的公司流动资金。,17,0.0,
603300.SH,20191205,实施完成,,20200807,20200820,11.0,11.0,80.0,用于高空作业平台租赁服务能力升级扩建项目、偿还公司及子公司银行贷款,9,-0.06258692628650908,
600732.SH,20200226,实施完成,,20200730,20200814,25.0,25.0,80.0,1、用于义乌三期年产4.3GW高效晶硅电池项目;2、补充流动资金;3、光伏研发中心项目。,11,-0.15786350148367967,
600727.SH,20191116,实施完成,,20200902,20200923,5.49,5.49,80.0,募集配套资金用于支付本次交易的现金对价及相关税费,15,-0.08427672955974852,
002733.SZ,20190424,实施完成,,20200727,20200909,9.95,6.52,80.0,1、武汉雄韬氢燃料电池动力系统产业化基地建设项目；2、深圳雄韬氢燃料电池产业园项目；3、深圳雄韬氢燃料电池电堆研发项目；,32,-0.024545454545454426,
002587.SZ,20191015,实施完成,,20201223,20210122,2.9,2.05,80.0,1、智慧网点智能化集成能力提升项目;2、MiniLED智能制造基地建设项目;3、智慧灯杆系统研发项目;4、补充营运资金。,21,-0.05939073859761479,
603083.SH,20190606,实施完成,,20200410,20200421,7.5,7.5,80.0,用于高速光模块及5G无线通信网络光模块项目、补充流动资金项目,7,0.058006535947712434,
002602.SZ,20180911,实施完成,,20200311,20200414,31.0,31.0,80.0,募集配套资金扣除本次重组发行费用及中介机构费用后将用于支付本次交易中的现金对价。,23,0.0553914327917282,
300684.SZ,20191016,实施完成,,20200612,20200710,8.31,8.31,80.0,用于“5G高效散热模组建设项目”和补充流动资金,18,0.21898496240601495,
300451.SZ,20191111,实施完成,,20200723,20200817,13.18,13.18,80.0,1、数据融合驱动的智为健康云服务整体解决方案项目；2、总部研发中心扩建和区域研究院建设项目；3、营销服务体系扩建项目；4,17,-0.09409799554565712,
300496.SZ,20200224,实施完成,,20200713,20200812,17.01,17.01,80.0,1、智能网联汽车操作系统研发项目；2、智能驾驶辅助系统研发项目；3、5G智能终端认证平台研发项目；4、多模态融合技术研发,22,-0.19066506779817372,
300173.SZ,20190605,实施完成,,20200702,20200818,4.0,4.0,80.0,募集配套资金用于1、支付本次交易中的现金对价和中介机构费用;2、补充上市公司流动资金和偿还债务。,33,0.06557377049180313,
300602.SZ,20190723,实施完成,,20200413,20200512,7.0,7.0,80.0,用于5G通信器件产业化项目、补充流动资金,18,0.1359874748378438,
600984.SH,20180224,实施完成,,20200407,20200423,15.06,15.06,80.0,用于工程租赁设备扩容建设项目,12,0.08392156862745104,
601002.SH,20180816,实施完成,,20200414,20200430,10.93,7.93,80.0,用于1、晋亿中高端紧固件制造与研发技术改造项目;2、智能工厂系统建设项目;3、补充流动资金。,12,-0.06467661691542304,
002374.SZ,20190524,实施完成,,20200924,20201029,4.8,4.8,80.0,用于1、华阴市城乡环境综合治理PPP项目;2、瓶盖产品曲面印刷工艺升级改造项目;3、偿还银行贷款。,19,0.039682539682539764,
002124.SZ,20190604,实施完成,,20200804,20200821,26.66,26.66,80.0,用于1、生猪养殖;2、生猪屠宰及肉制品加工;3、饲料生产加工;4、补充流动资金。,13,0.08911973756150915,
002313.SZ,20190417,实施完成,,20200528,20200629,12.34,11.61,80.0,用于1、AIoT运营中心建设项目;2、研发中心及信息化系统升级项目;3、补充流动资金。,20,0.05218377765172999,
002151.SZ,20191109,实施完成,,20200918,20201028,10.0,7.57,80.0,用于1、5G通信用核心射频元器件扩能及测试验证环境建设项目;2、智能网联汽车电子产品产能扩建项目;3、智能网联汽车电子研,22,0.10238455715367145,
300322.SZ,20200121,实施完成,,20201211,20210113,6.8,6.8,80.0,1、5G基站及终端天线扩产建设项目;2、车载集成智能天线升级扩产项目;3、5G散热组件建设项目;4、补充流动资金。,22,-0.08201911898926839,
002156.SZ,20200222,实施完成,,20200925,20201124,40.0,32.72,80.0,用于1、集成电路封装测试二期工程;2、车载品智能封装测试中心建设;3、高性能中央处理器等集成电路封装测试项目;4、补充流,36,0.13035946297098322,
603085.SH,20191123,实施完成,,20200728,20200811,5.0,5.0,80.0,1、航空座椅核心零部件生产基地建设项目；2、座椅研发中心建设项目；3、补充流动资金。,10,0.1340341655716164,
300632.SZ,20191130,实施完成,,20200923,20201105,10.31,10.31,80.0,1、LED照明产品智能化生产建设项目;2、高光功率紫外固态光源产品建设项目;3、SMT智能化生产线建设项目;4、补充流动,25,0.14682327816337426,
002125.SZ,20180119,实施完成,,20200414,20200522,5.28,5.28,80.0,用于靖西湘潭电化科技有限公司年产2万吨高性能锰酸锂电池正极材料项目,25,-0.11448598130841126,
300563.SZ,20190518,实施完成,,20200512,20200603,3.5,3.5,80.0,用于年产40万千米5G通信、航空航天用高速高稳定性射频同轴电缆建设项目,16,0.08664383561643851,
002340.SZ,20190330,实施完成,,20200415,20200522,30.0,24.25,80.0,用于1、绿色拆解循环再造车用动力电池包项目;2、三元动力电池产业链项目;3、补充流动资金。,24,-0.08193277310924363,
